,Texto,Clase
26,"['care', 'aim', 'guarante', 'care', 'single-pay', 'health', 'care', 'system', 'compulsori', 'privat', 'co-op', 'health', 'insur', 'intend', 'ensur', 'entir', 'popul', 'access', 'medic', 'care']",1
27,"['tribal', 'societi', 'provid', 'guarante', 'healthcar', 'popul', 'whole', 'societi', 'healthcar', 'avail', 'afford', 'pay', 'self-insur', 'either', 'directli', 'part', 'employ', 'contract', 'may', 'cover']",1
28,"['transpar', 'inform', 'anoth', 'factor', 'defin', 'deliveri', 'system', 'access', 'inform', 'condit', 'treatment', 'qualiti', 'price', 'greatli', 'affect', 'choic', 'patient', 'consum', 'therefor', 'incent']",1
29,"['medic', 'profession', 'us', 'healthcar', 'system', 'come', 'fire', 'lack', 'open', '25', 'new', 'legisl', 'may', 'encourag', 'greater', 'open', 'perceiv', 'tension', 'need', 'transpar']",1
30,"['primari', 'care', 'medic', 'servic', 'provid', 'physician', 'physician', 'assist', 'nurs', 'practition', 'health', 'profession', 'first', 'contact', 'patient', 'seek', 'medic', 'treatment', 'care', '27']",1
31,"['occur', 'physician', 'offic', 'clinic', 'nurs', 'home', 'school', 'home', 'visit', 'place', 'close', 'patient', '90', 'medic', 'visit', 'treat', 'primari', 'care', 'provid', 'includ']",1
32,"['secondari', 'care', 'medic', 'servic', 'provid', 'medic', 'specialist', 'offic', 'clinic', 'local', 'commun', 'hospit', 'patient', 'refer', 'primari', 'care', 'provid', 'first', 'diagnos', 'treat']",1
33,"['patient', '28', 'referr', 'made', 'patient', 'requir', 'expertis', 'procedur', 'perform', 'specialist', 'includ', 'ambulatori', 'care', 'inpati', 'servic', 'emerg', 'depart', 'intens', 'care', 'medicin']",1
34,"['surgeri', 'servic', 'physic', 'therapi', 'labor', 'deliveri', 'endoscopi', 'unit', 'diagnost', 'laboratori', 'medic', 'imag', 'servic', 'hospic', 'center', 'etc', 'primari', 'care', 'provid', 'may']",1
35,"['tertiari', 'care', 'medic', 'servic', 'provid', 'specialist', 'hospit', 'region', 'center', 'equip', 'diagnost', 'treatment', 'facil', 'gener', 'avail', 'local', 'hospit', 'includ', 'trauma', 'center']",1
36,"['low-incom', 'countri', 'modern', 'healthcar', 'often', 'expens', 'averag', 'person', 'intern', 'healthcar', 'polici', 'research', 'advoc', 'user', 'fee', 'remov', 'area', 'ensur', 'access', 'although']",1
37,"['separ', 'prescrib', 'dispens', 'practic', 'medicin', 'pharmaci', 'physician', 'provid', 'medic', 'prescript', 'independ', 'pharmacist', 'provid', 'prescript', 'drug', 'western', 'world', 'centuri', 'tradit', 'separ']",1
38,"['work', 'togeth', 'interdisciplinari', 'team', 'mani', 'highli', 'train', 'health', 'profession', 'besid', 'medic', 'practition', 'involv', 'deliveri', 'modern', 'health', 'care', 'exampl', 'includ', 'nurs']",1
39,"['emerg', 'medic', 'technician', 'paramed', 'laboratori', 'scientist', 'pharmacist', 'podiatrist', 'physiotherapist', 'respiratori', 'therapist', 'speech', 'therapist', 'occup', 'therapist', 'radiograph', 'dietitian', 'bioengin', 'medic', 'physic']",1
40,"['patient', 'admit', 'hospit', 'usual', 'care', 'specif', 'team', 'base', 'main', 'present', 'problem', 'e', 'g', 'cardiolog', 'team', 'may', 'interact', 'specialti', 'e', 'g']",1
41,"['broadest', 'mean', 'medicin', 'mani', 'differ', 'specialti', 'uk', 'special', 'bodi', 'colleg', 'entranc', 'examin', 'collect', 'known', 'royal', 'colleg', 'although', 'current', 'use', 'term']",1
42,"['royal', 'develop', 'special', 'often', 'driven', 'new', 'technolog', 'develop', 'effect', 'anaesthet', 'way', 'work', 'emerg', 'depart', ');', 'new', 'specialti', 'lead', 'format', 'unifi']",1
43,"['within', 'medic', 'circl', 'special', 'usual', 'fit', 'one', 'two', 'broad', 'categori', 'medicin', 'surgeri', 'medicin', 'refer', 'practic', 'non-op', 'medicin', 'subspecialti', 'requir', 'preliminari']",1
44,"['train', 'intern', 'medicin', 'uk', 'tradit', 'evidenc', 'pass', 'examin', 'membership', 'royal', 'colleg', 'physician', 'mrcp', 'equival', 'colleg', 'scotland', 'ireland', 'surgeri', 'refer', 'practic']",1
45,"['oper', 'medicin', 'subspecialti', 'area', 'requir', 'preliminari', 'train', 'gener', 'surgeri', 'uk', 'lead', 'membership', 'royal', 'colleg', 'surgeon', 'england', 'mrc', 'present', 'specialti', 'medicin']",1
46,"['fit', 'easili', 'either', 'categori', 'radiolog', 'patholog', 'anesthesia', 'branch', 'one', 'two', 'camp', 'exampl', 'anaesthesia', 'develop', 'first', 'faculti', 'royal', 'colleg', 'surgeon', 'mrc']",1
47,"['surgeri', 'ancient', 'medic', 'specialti', 'use', 'oper', 'manual', 'instrument', 'techniqu', 'patient', 'investig', 'treat', 'patholog', 'condit', 'diseas', 'injuri', 'help', 'improv', 'bodili', 'function']",1
48,"['appear', 'repair', 'unwant', 'ruptur', 'area', 'exampl', 'perfor', 'ear', 'drum', 'surgeon', 'must', 'also', 'manag', 'pre-op', 'post-op', 'potenti', 'surgic', 'candid', 'hospit', 'ward']",1
49,"['surgeri', 'mani', 'sub-specialti', 'includ', 'gener', 'surgeri', '31', 'ophthalm', 'surgeri', '32', 'cardiovascular', 'surgeri', 'colorect', 'surgeri', '33', 'neurosurgeri', '34', 'oral', 'maxillofaci', 'surgeri']",1
50,"['35', 'oncolog', 'surgeri', '36', 'orthoped', 'surgeri', '37', 'otolaryngolog', '38', 'plastic', 'surgeri', '39', 'podiatr', 'surgeri', 'transplant', 'surgeri', 'trauma', 'surgeri', '40', 'urolog']",1
51,"['41', 'vascular', 'surgeri', '42', 'pediatr', 'surgeri', '43', 'center', 'anesthesiolog', 'part', 'divis', 'surgeri', 'histor', 'logist', 'reason', 'although', 'surgic', 'disciplin', 'medic', 'specialti']",1
52,"['surgic', 'train', 'u', 'requir', 'minimum', 'five', 'year', 'resid', 'medic', 'school', 'sub-specialti', 'surgeri', 'often', 'requir', 'seven', 'year', 'addit', 'fellowship', 'last', 'addit']",1
53,"['one', 'three', 'year', 'post-resid', 'fellowship', 'competit', 'mani', 'traine', 'devot', 'two', 'addit', 'year', 'research', 'thu', 'case', 'surgic', 'train', 'finish', 'decad', 'medic']",1
54,"['intern', 'medicin', 'medic', 'specialti', 'deal', 'prevent', 'diagnosi', 'treatment', 'adult', 'diseas', '44', 'accord', 'sourc', 'emphasi', 'intern', 'structur', 'impli', '45', 'north', 'america']",1
55,"['specialist', 'intern', 'medicin', 'commonli', 'call', 'internist', 'elsewher', 'especi', 'commonwealth', 'nation', 'specialist', 'often', 'call', 'physician', '46', 'term', 'internist', 'physician', 'narrow', 'sens']",1
56,"['patient', 'often', 'serious', 'ill', 'requir', 'complex', 'investig', 'internist', 'much', 'work', 'hospit', 'formerli', 'mani', 'internist', 'subspeci', 'gener', 'physician', 'would', 'see', 'complex']",1
57,"['nonsurg', 'problem', 'style', 'practic', 'becom', 'much', 'less', 'common', 'modern', 'urban', 'practic', 'internist', 'subspecialist', 'gener', 'limit', 'medic', 'practic', 'problem', 'one', 'organ']",1
58,"['commonwealth', 'nation', 'countri', 'specialist', 'pediatrician', 'geriatrician', 'also', 'describ', 'specialist', 'physician', 'internist', 'subspeci', 'age', 'patient', 'rather', 'organ', 'system', 'elsewher', 'especi', 'north']",1
59,"['train', 'intern', 'medicin', 'oppos', 'surgic', 'train', 'vari', 'consider', 'across', 'world', 'see', 'articl', 'medic', 'educ', 'physician', 'detail', 'north', 'america', 'requir', 'least']",1
60,"['three', 'year', 'resid', 'train', 'medic', 'school', 'follow', 'one', 'three-year', 'fellowship', 'subspecialti', 'list', 'gener', 'resid', 'work', 'hour', 'medicin', 'less', 'surgeri', 'averag']",1
61,"['medic', 'educ', 'train', 'vari', 'around', 'world', 'typic', 'involv', 'entri', 'level', 'educ', 'univers', 'medic', 'school', 'follow', 'period', 'supervis', 'practic', 'internship', 'resid']",1
62,"['follow', 'postgradu', 'vocat', 'train', 'varieti', 'teach', 'method', 'employ', 'medic', 'educ', 'still', 'focu', 'activ', 'research', 'canada', 'unit', 'state', 'america', 'doctor', 'medicin']",1
63,"['sinc', 'knowledg', 'techniqu', 'medic', 'technolog', 'continu', 'evolv', 'rapid', 'rate', 'mani', 'regulatori', 'author', 'requir', 'continu', 'medic', 'educ', 'medic', 'practition', 'upgrad', 'knowledg']",1
64,"['variou', 'way', 'includ', 'medic', 'journal', 'seminar', 'confer', 'onlin', 'program', 'databas', 'object', 'cover', 'medic', 'knowledg', 'suggest', 'nation', 'societi', 'across', 'unit', 'state']",1
65,"['countri', 'legal', 'requir', 'medic', 'doctor', 'licens', 'regist', 'gener', 'entail', 'medic', 'degre', 'univers', 'accredit', 'medic', 'board', 'equival', 'nation', 'organ', 'may', 'ask']",1
66,"['applic', 'pass', 'exam', 'restrict', 'consider', 'legal', 'author', 'medic', 'profess', 'physician', 'train', 'qualifi', 'nation', 'standard', 'also', 'intend', 'assur', 'patient', 'safeguard', 'charlatan']",1
67,"['practic', 'inadequ', 'medicin', 'person', 'gain', 'law', 'gener', 'requir', 'medic', 'doctor', 'train', 'evid', 'base', 'western', 'hippocrat', 'medicin', 'intend', 'discourag', 'differ', 'paradigm']",1
68,"['european', 'union', 'profess', 'doctor', 'medicin', 'regul', 'profess', 'said', 'regul', 'access', 'exercis', 'subject', 'possess', 'specif', 'profession', 'qualif', 'regul', 'profess', 'databas', 'contain']",1
69,"['medic', 'ethic', 'system', 'moral', 'principl', 'appli', 'valu', 'judgment', 'practic', 'medicin', 'scholarli', 'disciplin', 'medic', 'ethic', 'encompass', 'practic', 'applic', 'clinic', 'set', 'well']",1
70,"['valu', 'give', 'answer', 'handl', 'particular', 'situat', 'provid', 'use', 'framework', 'understand', 'conflict', 'moral', 'valu', 'conflict', 'result', 'may', 'ethic', 'dilemma', 'crisi', 'sometim']",1
71,"['good', 'solut', 'dilemma', 'medic', 'ethic', 'exist', 'occasion', 'valu', 'medic', 'commun', 'e', 'hospit', 'staff', 'conflict', 'valu', 'individu', 'patient', 'famili', 'larger', 'non-med']",1
72,"['commun', 'conflict', 'also', 'aris', 'health', 'care', 'provid', 'among', 'famili', 'member', 'exampl', 'argu', 'principl', 'autonomi', 'benefic', 'clash', 'patient', 'refus', 'blood', 'transfus']",1
73,"['prehistor', 'medicin', 'incorpor', 'plant', 'herbal', 'anim', 'part', 'miner', 'mani', 'case', 'materi', 'use', 'ritual', 'magic', 'substanc', 'priest', 'shaman', 'medicin', 'men', 'well-known']",1
74,"['spiritu', 'system', 'includ', 'anim', 'notion', 'inanim', 'object', 'spirit', 'spiritu', 'appeal', 'god', 'communion', 'ancestor', 'spirit', ');', 'shaman', 'vest', 'individu', 'mystic', 'power']",1
75,"[');', 'divin', 'magic', 'obtain', 'truth', 'field', 'medic', 'anthropolog', 'examin', 'way', 'cultur', 'societi', 'organ', 'around', 'impact', 'issu', 'health', 'health', 'care', 'relat']",1
76,"['earli', 'record', 'medicin', 'discov', 'ancient', 'egyptian', 'medicin', 'babylonian', 'medicin', 'ayurved', 'medicin', 'indian', 'subcontin', 'classic', 'chines', 'medicin', 'predecessor', 'modern', 'tradit', 'chines']",1
77,"['egypt', 'imhotep', '3rd', 'millennium', 'bce', 'first', 'physician', 'histori', 'known', 'name', 'oldest', 'egyptian', 'medic', 'text', 'kahun', 'gynaecolog', 'papyru', 'around', '2000', 'bce']",1
78,"['describ', 'gynaecolog', 'diseas', 'edwin', 'smith', 'papyru', 'date', 'back', '1600', 'bce', 'earli', 'work', 'surgeri', 'eber', 'papyru', 'date', 'back', '1500', 'bce', 'akin']",1
79,"['china', 'archaeolog', 'evid', 'medicin', 'chines', 'date', 'back', 'bronz', 'age', 'shang', 'dynasti', 'base', 'seed', 'herbal', 'tool', 'presum', 'use', 'surgeri', '51', 'huangdi']",1
80,"['india', 'surgeon', 'sushruta', 'describ', 'numer', 'surgic', 'oper', 'includ', 'earliest', 'form', 'plastic', 'surgeri', '53', 'dubiou', '–', 'discuss', '54', 'earliest', 'record', 'dedic']",1
81,"['greec', 'greek', 'physician', 'hippocr', 'father', 'modern', 'medicin', '57', '58', 'laid', 'foundat', 'ration', 'approach', 'medicin', 'hippocr', 'introduc', 'hippocrat', 'oath', 'physician', 'still']",1
82,"['relev', 'use', 'today', 'first', 'categor', 'ill', 'acut', 'chronic', 'endem', 'epidem', 'use', 'term', 'exacerb', 'relaps', 'resolut', 'crisi', 'paroxysm', 'peak', 'convalesc', '59']",1
83,"['60', 'greek', 'physician', 'galen', 'also', 'one', 'greatest', 'surgeon', 'ancient', 'world', 'perform', 'mani', 'audaci', 'oper', 'includ', 'brain', 'eye', 'surgeri', 'fall', 'western']",1
84,"['roman', 'empir', 'onset', 'earli', 'middl', 'age', 'greek', 'tradit', 'medicin', 'went', 'declin', 'western', 'europ', 'although', 'continu', 'uninterrupt', 'eastern', 'roman', 'byzantin', 'empir']",1
85,"['knowledg', 'ancient', 'hebrew', 'medicin', '1st', 'millennium', 'bc', 'come', 'torah', 'e', 'five', 'book', 'mose', 'contain', 'variou', 'health', 'relat', 'law', 'ritual', 'hebrew']",1
86,"['concept', 'hospit', 'institut', 'offer', 'medic', 'care', 'possibl', 'cure', 'patient', 'due', 'ideal', 'christian', 'chariti', 'rather', 'mere', 'place', 'die', 'appear', 'byzantin', 'empir']",1
87,"['although', 'concept', 'uroscopi', 'known', 'galen', 'see', 'import', 'use', 'local', 'diseas', 'byzantin', 'physician', 'theophilu', 'protospathariu', 'realiz', 'potenti', 'uroscopi', 'determin', 'diseas', 'time']",1
88,"['750', 'ce', 'muslim', 'world', 'work', 'hippocr', 'galen', 'sushruta', 'translat', 'arab', 'islam', 'physician', 'engag', 'signific', 'medic', 'research', 'notabl', 'islam', 'medic', 'pioneer']",1
89,"['includ', 'persian', 'polymath', 'avicenna', 'along', 'imhotep', 'hippocr', 'also', 'call', 'father', 'medicin', '64', 'wrote', 'canon', 'medicin', 'becam', 'standard', 'medic', 'text', 'mani']",1
90,"['mediev', 'european', 'univers', '65', 'consid', 'one', 'famou', 'book', 'histori', 'medicin', '66', 'other', 'includ', 'abulcasi', '67', 'avenzoar', '68', 'ibn', 'al-nafi', '69']",1
91,"['averro', '70', 'persian', 'physician', 'rhaze', '71', 'one', 'first', 'question', 'greek', 'theori', 'humor', 'nevertheless', 'remain', 'influenti', 'mediev', 'western', 'mediev', 'islam', 'medicin']",1
92,"['72', 'volum', ""rhazes'"", 'work', 'al-mansuri', 'name', 'surgeri', 'gener', 'book', 'therapi', 'becam', 'part', 'medic', 'curriculum', 'european', 'univers', '73', 'addit', 'describ', ""doctor'""]",1
93,"['doctor', '74', 'father', 'pediatr', '75', '76', 'pioneer', 'ophthalmolog', 'exampl', 'first', 'recogn', 'reaction', ""eye'"", 'pupil', 'light', '76', 'persian', 'bimaristan', 'hospit', 'earli']",1
94,"['europ', 'charlemagn', 'decre', 'hospit', 'attach', 'cathedr', 'monasteri', 'historian', 'geoffrey', 'blainey', 'liken', 'activ', 'cathol', 'church', 'health', 'care', 'middl', 'age', 'earli', 'version']",1
95,"['welfar', 'state', 'conduct', 'hospit', 'old', 'orphanag', 'young', 'hospic', 'sick', 'age', 'place', 'leper', 'hostel', 'inn', 'pilgrim', 'could', 'buy', 'cheap', 'bed', 'meal']",1
96,"['suppli', 'food', 'popul', 'famin', 'distribut', 'food', 'poor', 'welfar', 'system', 'church', 'fund', 'collect', 'tax', 'larg', 'scale', 'possess', 'larg', 'farmland', 'estat', 'benedictin']",1
97,"['order', 'note', 'set', 'hospit', 'infirmari', 'monasteri', 'grow', 'medic', 'herb', 'becom', 'chief', 'medic', 'care', 'giver', 'district', 'great', 'abbey', 'cluni', 'church', 'also']",1
98,"['establish', 'network', 'cathedr', 'school', 'univers', 'medicin', 'studi', 'schola', 'medica', 'salernitana', 'salerno', 'look', 'learn', 'greek', 'arab', 'physician', 'grew', 'finest', 'medic', 'school']",1
99,"['howev', 'fourteenth', 'fifteenth', 'centuri', 'black', 'death', 'devast', 'middl', 'east', 'europ', 'even', 'argu', 'western', 'europ', 'gener', 'effect', 'recov', 'pandem', 'middl', 'east']",1
100,"['major', 'shift', 'medic', 'think', 'gradual', 'reject', 'especi', 'black', 'death', '14th', '15th', 'centuri', 'may', 'call', 'tradit', 'author', 'approach', 'scienc', 'medicin', 'notion']",1
101,"['promin', 'person', 'past', 'said', 'someth', 'must', 'way', 'anyth', 'one', 'observ', 'contrari', 'anomali', 'parallel', 'similar', 'shift', 'european', 'societi', 'gener', '–', 'see']",1
102,"[""copernicus'"", 'reject', ""ptolemy'"", 'theori', 'astronomi', 'physician', 'like', 'vesaliu', 'improv', 'upon', 'disprov', 'theori', 'past', 'main', 'tome', 'use', 'medicin', 'student', 'expert', 'physician']",1
103,"['andrea', 'vesaliu', 'author', 'de', 'humani', 'corpori', 'fabrica', 'import', 'book', 'human', 'anatomi', '[8', '1', 'bacteria', 'microorgan', 'first', 'observ', 'microscop', 'antoni', 'van']",1
104,"['leeuwenhoek', '1676', 'initi', 'scientif', 'field', 'microbiolog', '[8', '2', 'independ', 'ibn', 'al-nafi', 'michael', 'servetu', 'rediscov', 'pulmonari', 'circul', 'discoveri', 'reach', 'public', 'written']",1
105,"['first', 'time', 'manuscript', 'pari', '[8', '3', '1546', 'later', 'publish', 'theolog', 'work', 'paid', 'life', '1553', 'later', 'describ', 'renaldu', 'columbu', 'andrea', 'cesalpino']",1
106,"['herman', 'boerhaav', 'sometim', 'refer', 'father', 'physiolog', 'due', 'exemplari', 'teach', 'leiden', 'textbook', 'institution', 'medica', '1708', 'pierr', 'fauchard', 'call', 'father', 'modern', 'dentistri']",1
107,"['veterinari', 'medicin', 'first', 'time', 'truli', 'separ', 'human', 'medicin', '1761', 'french', 'veterinarian', 'claud', 'bourgelat', 'found', ""world'"", 'first', 'veterinari', 'school', 'lyon', 'franc']",1
108,"['modern', 'scientif', 'biomed', 'research', 'result', 'testabl', 'reproduc', 'began', 'replac', 'earli', 'western', 'tradit', 'base', 'herbal', 'greek', 'four', 'humour', 'pre-modern', 'notion', 'modern']",1
109,"['era', 'realli', 'began', 'edward', ""jenner'"", 'discoveri', 'smallpox', 'vaccin', 'end', '18th', 'centuri', 'inspir', 'method', 'inocul', 'earlier', 'practic', 'asia', 'robert', ""koch'"", 'discoveri']",1
110,"['post', '18th', 'centuri', 'modern', 'period', 'brought', 'groundbreak', 'research', 'europ', 'germani', 'austria', 'doctor', 'rudolf', 'virchow', 'wilhelm', 'conrad', 'röntgen', 'karl', 'landstein', 'otto']",1
111,"['loewi', 'made', 'notabl', 'contribut', 'unit', 'kingdom', 'alexand', 'fleme', 'joseph', 'lister', 'franci', 'crick', 'florenc', 'nightingal', 'consid', 'import', 'spanish', 'doctor', 'santiago', 'ramón']",1
112,"['other', 'signific', 'work', 'includ', 'william', 'william', 'keen', 'william', 'coley', 'jame', 'watson', 'unit', 'state', ');', 'salvador', 'luria', 'itali', ');', 'alexandr', 'yersin']",1
113,"['switzerland', ');', 'kitasato', 'shibasaburō', 'japan', ');', 'jean-martin', 'charcot', 'claud', 'bernard', 'paul', 'broca', 'franc', ');', 'adolfo', 'lutz', 'brazil', ');', 'nikolai', 'korotkov']",1
114,"['scienc', 'technolog', 'develop', 'medicin', 'becam', 'reliant', 'upon', 'medic', 'throughout', 'histori', 'europ', 'right', 'late', '18th', 'centuri', 'anim', 'plant', 'product', 'use', 'medicin']",1
115,"['also', 'human', 'bodi', 'part', 'fluid', '[8', '5', 'pharmacolog', 'develop', 'part', 'herbal', 'drug', 'still', 'deriv', 'plant', 'atropin', 'ephedrin', 'warfarin', 'aspirin', 'digoxin']",1
116,"['first', 'antibiot', 'arsphenamin', 'salvarsan', 'discov', 'paul', 'ehrlich', '1908', 'observ', 'bacteria', 'took', 'toxic', 'dye', 'human', 'cell', 'first', 'major', 'class', 'antibiot', 'sulfa']",1
117,"['pharmacolog', 'becom', 'increasingli', 'sophist', 'modern', 'biotechnolog', 'allow', 'drug', 'target', 'toward', 'specif', 'physiolog', 'process', 'develop', 'sometim', 'design', 'compat', 'bodi', 'reduc', 'side-effect']",1
118,"['genom', 'knowledg', 'human', 'genet', 'human', 'evolut', 'increasingli', 'signific', 'influenc', 'medicin', 'caus', 'gene', 'monogen', 'genet', 'disord', 'identifi', 'develop', 'techniqu', 'molecular', 'biolog']",1
119,"['evidence-bas', 'medicin', 'contemporari', 'movement', 'establish', 'effect', 'algorithm', 'practic', 'way', 'thing', 'use', 'systemat', 'review', 'meta-analysi', 'movement', 'facilit', 'modern', 'global', 'inform', 'scienc']",1
120,"['allow', 'much', 'avail', 'evid', 'possibl', 'collect', 'analyz', 'accord', 'standard', 'protocol', 'dissemin', 'healthcar', 'provid', 'cochran', 'collabor', 'lead', 'movement', '2001', 'review', '160']",1
121,"['cochran', 'systemat', 'review', 'reveal', 'accord', 'two', 'reader', '21.3', 'review', 'conclud', 'insuffici', 'evid', '20', 'conclud', 'evid', 'effect', '22.5', 'conclud', 'posit', 'effect']",1
122,"['evidence-bas', 'medicin', 'prevent', 'medic', 'error', 'iatrogenesi', 'avoid', 'unnecessari', 'health', 'care', 'prioriti', 'modern', 'medic', 'system', 'topic', 'gener', 'signific', 'polit', 'public', 'polici']",1
123,"['global', 'mani', 'develop', 'countri', 'lack', 'access', 'care', 'access', 'medicin', '90', '2015', 'wealthi', 'develop', 'countri', 'provid', 'health', 'care', 'citizen', 'except', 'unit']",1
124,"['world', 'health', 'organ', 'defin', 'tradit', 'medicin', 'sum', 'total', 'knowledg', 'skill', 'practic', 'base', 'theori', 'belief', 'experi', 'indigen', 'differ', 'cultur', 'whether', 'explic']",1
125,"['use', 'mainten', 'health', 'well', 'prevent', 'diagnosi', 'improv', 'treatment', 'physic', 'mental', 'ill', '92', 'practic', 'known', 'tradit', 'medicin', 'includ', 'ayurveda', 'siddha', 'medicin']",1
